,direct_radiation (W/m²),diffuse_radiation (W/m²),Hora,Data,Normal (kWh),Horario Economico (kWh),Autoconsumo (kWh),Injecao na rede (kWh)_code,temp,humidity,wind_speed,rain_1h,clouds_all
1868,0.0,0.0,20,2021-12-15,0.789,0.0,0.0,0,11.43,82,2.39,0.0,27
1869,0.0,0.0,21,2021-12-15,0.727,0.0,0.0,0,9.64,83,2.4,0.0,43
1870,0.0,0.0,22,2021-12-15,0.0,0.709,0.0,0,10.29,78,2.58,0.0,78
1871,0.0,0.0,23,2021-12-15,0.0,0.448,0.0,0,12.06,77,2.57,0.0,66
1872,0.0,0.0,0,2021-12-16,0.0,0.519,0.0,0,11.56,76,2.54,0.0,26
1873,0.0,0.0,1,2021-12-16,0.0,0.412,0.0,0,11.74,77,2.55,0.0,15
1874,0.0,0.0,2,2021-12-16,0.0,0.334,0.0,0,8.83,78,2.58,0.0,1
1875,0.0,0.0,3,2021-12-16,0.0,0.301,0.0,0,8.32,79,2.63,0.0,1
1876,0.0,0.0,4,2021-12-16,0.0,0.298,0.0,0,12.07,78,2.68,0.0,2
1877,0.0,0.0,5,2021-12-16,0.0,0.28,0.0,0,6.67,78,2.7,0.0,4
1878,0.0,0.0,6,2021-12-16,0.0,0.266,0.0,0,9.69,77,2.73,0.0,0
1879,0.0,0.0,7,2021-12-16,0.0,0.985,0.0,0,6.13,77,2.76,0.0,0
1880,0.0,0.0,8,2021-12-16,0.643,0.0,0.158,0,9.38,77,2.74,0.0,0
1881,36.0,20.0,9,2021-12-16,0.835,0.0,0.565,0,10.92,75,3.06,0.0,10
1882,146.0,47.0,10,2021-12-16,0.392,0.0,0.597,2,13.3,71,2.86,0.0,5
1883,257.0,57.0,11,2021-12-16,0.0,0.0,0.246,3,16.76,44,2.17,0.0,2
1884,331.0,63.0,12,2021-12-16,0.0,0.0,0.246,3,17.33,42,1.75,0.0,12
1885,343.0,72.0,13,2021-12-16,0.0,0.0,0.232,3,17.91,44,1.48,0.0,25
1886,325.0,65.0,14,2021-12-16,0.038,0.0,0.358,2,17.94,44,1.22,0.0,14
1887,251.0,58.0,15,2021-12-16,0.201,0.0,0.235,2,17.88,41,0.62,0.0,0
1888,140.0,47.0,16,2021-12-16,0.244,0.0,0.014,0,17.88,41,0.48,0.0,0
1889,33.0,20.0,17,2021-12-16,0.281,0.0,0.0,0,13.0,64,0.54,0.0,0
1890,0.0,0.0,18,2021-12-16,0.298,0.0,0.0,0,11.13,73,1.52,0.0,0
1891,0.0,0.0,19,2021-12-16,0.372,0.0,0.0,0,10.53,79,2.32,0.0,19
1892,0.0,0.0,20,2021-12-16,0.435,0.0,0.0,0,9.34,84,2.13,0.0,21
1893,0.0,0.0,21,2021-12-16,0.434,0.0,0.0,0,10.26,82,1.91,0.0,18
1894,0.0,0.0,22,2021-12-16,0.0,0.469,0.0,0,10.31,81,2.08,0.0,18
1895,0.0,0.0,23,2021-12-16,0.0,0.308,0.0,0,10.61,81,1.99,0.0,21
1896,0.0,0.0,0,2021-12-17,0.0,0.313,0.0,0,10.41,82,2.0,0.0,14
1897,0.0,0.0,1,2021-12-17,0.0,0.32,0.0,0,10.05,83,2.08,0.0,1
1898,0.0,0.0,2,2021-12-17,0.0,0.32,0.0,0,8.1,80,2.29,0.0,0
1899,0.0,0.0,3,2021-12-17,0.0,0.337,0.0,0,7.86,79,2.45,0.0,0
1900,0.0,0.0,4,2021-12-17,0.0,0.734,0.0,0,9.38,79,2.53,0.0,0
1901,0.0,0.0,5,2021-12-17,0.0,0.269,0.0,0,7.5,82,2.62,0.0,0
1902,0.0,0.0,6,2021-12-17,0.0,0.286,0.0,0,8.47,83,2.62,0.0,0
1903,0.0,0.0,7,2021-12-17,0.0,1.511,0.0,0,8.43,84,2.55,0.0,0
1904,0.0,0.0,8,2021-12-17,0.276,0.0,0.117,1,8.01,84,2.52,0.0,0
1905,35.0,20.0,9,2021-12-17,0.0,0.0,0.244,3,9.38,80,3.1,0.0,0
1906,144.0,47.0,10,2021-12-17,0.0,0.0,0.239,3,12.32,56,2.75,0.0,0
1907,256.0,58.0,11,2021-12-17,0.4,0.0,0.558,3,13.95,53,2.0,0.0,0
1908,330.0,64.0,12,2021-12-17,0.0,0.0,0.297,3,15.12,49,1.97,0.0,0
1909,356.0,65.0,13,2021-12-17,0.0,0.0,0.251,3,15.16,48,2.11,0.0,0
1910,328.0,64.0,14,2021-12-17,0.0,0.0,0.255,3,15.68,45,1.97,0.0,0
1911,253.0,58.0,15,2021-12-17,0.126,0.0,0.245,2,15.71,45,1.29,0.0,0
1912,142.0,47.0,16,2021-12-17,0.541,0.0,0.015,0,15.13,49,0.98,0.0,0
1913,34.0,20.0,17,2021-12-17,0.351,0.0,0.0,0,13.15,65,0.79,0.0,0
1914,0.0,0.0,18,2021-12-17,0.421,0.0,0.0,0,11.24,76,1.23,0.0,0
1915,0.0,0.0,19,2021-12-17,0.982,0.0,0.0,0,9.72,80,1.82,0.0,4
1916,0.0,0.0,20,2021-12-17,0.63,0.0,0.0,0,10.42,84,1.6,0.0,12
1917,0.0,0.0,21,2021-12-17,0.469,0.0,0.0,0,9.4,88,1.56,0.0,29
1918,0.0,0.0,22,2021-12-17,0.0,0.465,0.0,0,8.91,89,1.53,0.0,46
1919,0.0,0.0,23,2021-12-17,0.0,1.269,0.0,0,9.29,89,1.74,0.0,45
1920,0.0,0.0,0,2021-12-18,0.0,0.677,0.0,0,9.11,88,1.95,0.0,40
1921,0.0,0.0,1,2021-12-18,0.0,0.348,0.0,0,8.28,87,2.09,0.0,52
1922,0.0,0.0,2,2021-12-18,0.0,0.252,0.0,0,8.1,85,2.13,0.0,55
1923,0.0,0.0,3,2021-12-18,0.0,0.25,0.0,0,7.93,83,2.3,0.0,26
1924,0.0,0.0,4,2021-12-18,0.0,0.274,0.0,0,7.93,83,2.37,0.0,13
1925,0.0,0.0,5,2021-12-18,0.0,0.245,0.0,0,7.75,83,2.54,0.0,5
1926,0.0,0.0,6,2021-12-18,0.0,0.263,0.0,0,7.07,83,2.67,0.0,2
1927,0.0,0.0,7,2021-12-18,0.0,1.499,0.0,0,4.27,83,2.69,0.0,2
1928,0.0,0.0,8,2021-12-18,0.232,0.0,0.1,0,4.24,83,2.76,0.0,2
1929,31.0,20.0,9,2021-12-18,0.179,0.0,0.388,2,7.93,80,3.26,0.0,0
1930,134.0,48.0,10,2021-12-18,0.0,0.0,0.395,3,12.27,61,3.02,0.0,25
1931,241.0,60.0,11,2021-12-18,0.338,0.0,0.588,2,13.4,61,2.53,0.0,41
1932,311.0,68.0,12,2021-12-18,0.637,0.0,0.688,2,14.0,61,2.61,0.0,44
1933,338.0,68.0,13,2021-12-18,0.256,0.0,0.557,2,14.05,62,2.95,0.0,26
1934,314.0,66.0,14,2021-12-18,0.267,0.0,0.441,2,14.61,62,2.87,0.0,10
1935,236.0,63.0,15,2021-12-18,0.025,0.0,0.273,1,14.6,59,2.42,0.0,22
1936,134.0,49.0,16,2021-12-18,1.201,0.0,0.02,0,14.54,59,1.65,0.0,26
1937,32.0,21.0,17,2021-12-18,1.424,0.0,0.0,0,13.27,73,2.47,0.0,25
1938,0.0,0.0,18,2021-12-18,0.904,0.0,0.0,0,11.81,77,2.43,0.0,31
1939,0.0,0.0,19,2021-12-18,1.372,0.0,0.0,0,11.47,76,2.31,0.0,11
1940,0.0,0.0,20,2021-12-18,0.875,0.0,0.0,0,11.23,77,2.32,0.0,16
1941,0.0,0.0,21,2021-12-18,0.761,0.0,0.0,0,11.05,77,2.37,0.0,48
1942,0.0,0.0,22,2021-12-18,0.0,0.59,0.0,0,10.45,77,2.94,0.0,50
1943,0.0,0.0,23,2021-12-18,0.0,0.516,0.0,0,10.51,78,2.91,0.0,45
1944,0.0,0.0,0,2021-12-19,0.0,0.5,0.0,0,10.33,78,2.81,0.0,35
1945,0.0,0.0,1,2021-12-19,0.0,0.454,0.0,0,9.76,79,2.96,0.0,12
1946,0.0,0.0,2,2021-12-19,0.0,0.397,0.0,0,10.25,77,3.18,0.0,1
1947,0.0,0.0,3,2021-12-19,0.0,0.349,0.0,0,9.07,77,3.17,0.0,1
1948,0.0,0.0,4,2021-12-19,0.0,0.324,0.0,0,8.87,78,3.12,0.0,0
1949,0.0,0.0,5,2021-12-19,0.0,0.259,0.0,0,8.83,80,3.23,0.0,0
1950,0.0,0.0,6,2021-12-19,0.0,0.997,0.0,0,8.1,81,3.36,0.0,9
1951,0.0,0.0,7,2021-12-19,0.0,0.5,0.0,0,8.02,81,3.49,0.0,54
1952,0.0,0.0,8,2021-12-19,0.23,0.0,0.098,0,7.86,81,3.53,0.0,80
1953,31.0,19.0,9,2021-12-19,0.089,0.0,0.425,2,8.63,78,3.92,0.0,81
1954,121.0,56.0,10,2021-12-19,1.299,0.0,0.686,0,10.65,67,3.83,0.0,98
1955,226.0,70.0,11,2021-12-19,0.729,0.0,0.753,1,11.3,67,3.57,0.0,100
1956,269.0,95.0,12,2021-12-19,0.997,0.0,0.86,0,12.92,64,3.91,0.0,13
1957,316.0,84.0,13,2021-12-19,0.0,0.0,0.345,3,13.51,61,4.37,0.0,2
1958,323.0,63.0,14,2021-12-19,0.008,0.0,0.404,2,14.55,60,4.56,0.0,12
1959,246.0,60.0,15,2021-12-19,0.036,0.0,0.298,1,14.58,59,4.18,0.0,8
1960,140.0,48.0,16,2021-12-19,0.306,0.0,0.015,0,14.55,60,3.56,0.0,10
1961,34.0,20.0,17,2021-12-19,0.363,0.0,0.0,0,13.27,62,3.43,0.0,32
1962,0.0,0.0,18,2021-12-19,0.957,0.0,0.0,0,13.27,65,3.84,0.0,96
1963,0.0,0.0,19,2021-12-19,1.858,0.0,0.0,0,13.1,66,3.93,0.0,100
1964,0.0,0.0,20,2021-12-19,1.155,0.0,0.0,0,13.1,67,3.71,0.0,100
1965,0.0,0.0,21,2021-12-19,0.806,0.0,0.0,0,13.1,67,3.8,0.0,100
1966,0.0,0.0,22,2021-12-19,0.0,0.656,0.0,0,13.35,66,4.24,0.0,99
1967,0.0,0.0,23,2021-12-19,0.0,0.624,0.0,0,13.27,68,4.14,0.0,98
1968,0.0,0.0,0,2021-12-20,0.0,0.508,0.0,0,13.28,69,4.2,0.0,100
1969,0.0,0.0,1,2021-12-20,0.0,0.337,0.0,0,13.16,70,4.23,0.0,99
1970,0.0,0.0,2,2021-12-20,0.0,0.331,0.0,0,13.36,71,4.23,0.0,50
1971,0.0,0.0,3,2021-12-20,0.0,0.337,0.0,0,13.39,70,4.12,0.0,37
1972,0.0,0.0,4,2021-12-20,0.0,0.296,0.0,0,13.39,68,4.29,0.0,79
1973,0.0,0.0,5,2021-12-20,0.0,0.257,0.0,0,13.43,69,4.2,0.0,89
1974,0.0,0.0,6,2021-12-20,0.0,0.256,0.0,0,13.59,69,4.21,0.0,80
1975,0.0,0.0,7,2021-12-20,0.0,1.232,0.0,0,13.97,70,4.29,0.0,82
1976,0.0,0.0,8,2021-12-20,1.277,0.0,0.018,0,13.39,70,4.01,0.0,99
1977,11.0,20.0,9,2021-12-20,0.148,0.0,0.077,0,12.97,70,4.0,0.0,99
1978,15.0,81.0,10,2021-12-20,0.082,0.0,0.139,0,11.89,82,4.41,0.0,100
1979,55.0,137.0,11,2021-12-20,0.103,0.0,0.173,0,12.45,78,4.38,0.0,100
1980,13.0,126.0,12,2021-12-20,0.49,0.0,0.111,0,13.49,75,4.38,0.23,100
1981,6.0,146.0,13,2021-12-20,0.218,0.0,0.06,0,14.02,79,4.79,0.73,100
1982,0.0,88.0,14,2021-12-20,0.311,0.0,0.003,0,13.43,83,5.21,1.41,100
1983,0.0,26.0,15,2021-12-20,0.268,0.0,0.003,0,12.92,87,5.22,1.75,100
1984,0.0,31.0,16,2021-12-20,1.174,0.0,0.0,0,11.88,91,4.93,1.74,100
1985,0.0,18.0,17,2021-12-20,0.581,0.0,0.0,0,12.37,91,4.56,1.35,100
1986,0.0,0.0,18,2021-12-20,1.752,0.0,0.0,0,12.44,91,4.81,1.41,100
1987,0.0,0.0,19,2021-12-20,1.779,0.0,0.0,0,12.44,90,4.77,1.59,100
1988,0.0,0.0,20,2021-12-20,1.15,0.0,0.0,0,12.44,89,4.56,0.87,84
1989,0.0,0.0,21,2021-12-20,0.462,0.0,0.0,0,12.91,89,4.55,0.44,99
1990,0.0,0.0,22,2021-12-20,0.0,0.719,0.0,0,12.92,92,4.12,1.49,100
1991,0.0,0.0,23,2021-12-20,0.0,0.594,0.0,0,12.35,92,3.99,1.98,100
1992,0.0,0.0,0,2021-12-21,0.0,0.508,0.0,0,12.37,93,3.94,1.95,100
1993,0.0,0.0,1,2021-12-21,0.0,0.431,0.0,0,12.88,91,3.82,1.66,100
1994,0.0,0.0,2,2021-12-21,0.0,0.384,0.0,0,12.37,92,3.33,1.26,100
1995,0.0,0.0,3,2021-12-21,0.0,0.39,0.0,0,12.35,93,2.69,0.73,100
1996,0.0,0.0,4,2021-12-21,0.0,0.55,0.0,0,12.93,93,2.48,0.35,100
1997,0.0,0.0,5,2021-12-21,0.0,0.395,0.0,0,13.77,92,3.23,0.31,99
1998,0.0,0.0,6,2021-12-21,0.0,0.389,0.0,0,13.16,91,2.73,0.29,97
1999,0.0,0.0,7,2021-12-21,0.0,0.884,0.0,0,13.19,91,2.98,0.0,100
2000,0.0,0.0,8,2021-12-21,0.269,0.0,0.132,0,13.19,90,4.2,0.0,100
2001,4.0,22.0,9,2021-12-21,0.0,0.0,0.337,2,13.7,88,4.35,0.0,100
2002,5.0,80.0,10,2021-12-21,0.0,0.0,0.341,3,15.18,81,3.92,0.0,99
2003,55.0,143.0,11,2021-12-21,0.0,0.0,0.355,3,16.25,78,4.53,0.0,86
2004,145.0,151.0,12,2021-12-21,0.15,0.0,0.573,2,17.98,71,5.13,0.0,96
2005,156.0,162.0,13,2021-12-21,0.037,0.0,0.31,2,18.54,71,5.21,0.0,97
2006,128.0,152.0,14,2021-12-21,0.03,0.0,0.305,1,17.95,73,4.89,0.0,99
2007,161.0,95.0,15,2021-12-21,0.18,0.0,0.155,0,18.0,73,5.03,0.0,100
2008,59.0,72.0,16,2021-12-21,0.407,0.0,0.011,0,17.94,74,4.43,0.0,100
2009,9.0,17.0,17,2021-12-21,0.755,0.0,0.0,0,17.42,72,3.79,0.0,91
2010,0.0,0.0,18,2021-12-21,0.6,0.0,0.0,0,17.25,73,3.52,0.0,62
2011,0.0,0.0,19,2021-12-21,0.818,0.0,0.0,0,17.07,75,3.5,0.0,41
2012,0.0,0.0,20,2021-12-21,0.995,0.0,0.0,0,16.78,73,3.68,0.0,59
2013,0.0,0.0,21,2021-12-21,0.721,0.0,0.0,0,15.51,76,3.47,0.16,74
2014,0.0,0.0,22,2021-12-21,0.0,0.593,0.0,0,16.2,76,3.34,0.0,81
2015,0.0,0.0,23,2021-12-21,0.0,0.998,0.0,0,16.2,75,2.84,0.17,70
2016,0.0,0.0,0,2021-12-22,0.0,1.297,0.0,0,16.22,74,2.74,0.18,63
2017,0.0,0.0,1,2021-12-22,0.0,0.365,0.0,0,15.21,79,2.38,0.16,58
2018,0.0,0.0,2,2021-12-22,0.0,0.372,0.0,0,15.03,79,2.11,0.11,72
2019,0.0,0.0,3,2021-12-22,0.0,0.353,0.0,0,14.59,84,1.97,0.0,89
2020,0.0,0.0,4,2021-12-22,0.0,0.301,0.0,0,14.59,85,2.35,0.15,80
2021,0.0,0.0,5,2021-12-22,0.0,0.437,0.0,0,14.05,90,2.87,0.14,59
2022,0.0,0.0,6,2021-12-22,0.0,0.321,0.0,0,13.47,92,3.05,0.0,46
2023,0.0,0.0,7,2021-12-22,0.0,1.026,0.0,0,12.95,92,2.9,0.0,34
2024,0.0,0.0,8,2021-12-22,0.526,0.0,0.108,0,12.44,91,3.01,0.0,38
2025,5.0,22.0,9,2021-12-22,0.0,0.0,0.287,2,12.95,92,3.16,0.0,40
2026,47.0,68.0,10,2021-12-22,0.0,0.0,0.278,3,14.07,86,3.94,0.0,59
2027,124.0,97.0,11,2021-12-22,0.0,0.0,0.276,3,14.73,81,3.98,0.0,35
2028,212.0,111.0,12,2021-12-22,0.0,0.0,0.282,2,15.76,74,5.69,0.0,52
2029,173.0,113.0,13,2021-12-22,0.102,0.0,0.18,2,16.37,72,5.44,0.0,49
2030,170.0,96.0,14,2021-12-22,0.304,0.0,0.133,0,16.37,71,5.2,0.0,54
2031,147.0,77.0,15,2021-12-22,0.649,0.0,0.074,0,16.35,73,4.05,0.0,68
2032,92.0,62.0,16,2021-12-22,0.697,0.0,0.01,0,16.29,73,3.78,0.0,66
2033,23.0,24.0,17,2021-12-22,0.348,0.0,0.0,0,15.75,76,3.42,0.0,94
2034,0.0,0.0,18,2021-12-22,0.358,0.0,0.0,0,15.51,76,3.33,0.0,99
2035,0.0,0.0,19,2021-12-22,0.343,0.0,0.0,0,15.36,75,3.54,0.0,100
2036,0.0,0.0,20,2021-12-22,0.728,0.0,0.0,0,15.36,74,3.99,0.0,100
2037,0.0,0.0,21,2021-12-22,0.903,0.0,0.0,0,16.04,75,3.97,0.0,100
2038,0.0,0.0,22,2021-12-22,0.0,0.83,0.0,0,15.18,77,5.37,0.0,100
2039,0.0,0.0,23,2021-12-22,0.0,0.626,0.0,0,15.11,79,5.68,0.12,100
2040,0.0,0.0,0,2021-12-23,0.0,0.558,0.0,0,14.55,87,5.55,1.32,100
2041,0.0,0.0,1,2021-12-23,0.0,0.287,0.0,0,14.05,90,5.38,1.89,100
2042,0.0,0.0,2,2021-12-23,0.0,0.288,0.0,0,14.06,92,5.14,1.7,100
2043,0.0,0.0,3,2021-12-23,0.0,0.351,0.0,0,14.12,93,4.65,2.12,100
2044,0.0,0.0,4,2021-12-23,0.0,0.299,0.0,0,14.07,93,3.96,2.48,100
2045,0.0,0.0,5,2021-12-23,0.0,0.301,0.0,0,14.51,93,3.09,2.38,100
2046,0.0,0.0,6,2021-12-23,0.0,0.696,0.0,0,14.0,93,2.6,2.31,100
2047,0.0,0.0,7,2021-12-23,0.0,0.865,0.0,0,14.0,93,2.39,0.7,100
2048,0.0,0.0,8,2021-12-23,0.622,0.0,0.001,0,13.98,94,2.27,0.28,100
2049,0.0,4.0,9,2021-12-23,0.333,0.0,0.024,0,13.98,94,2.16,0.2,100
2050,0.0,28.0,10,2021-12-23,0.182,0.0,0.117,1,13.98,94,2.61,0.15,100
2051,3.0,87.0,11,2021-12-23,0.074,0.0,0.386,2,14.01,94,2.63,0.14,95
2052,0.0,90.0,12,2021-12-23,0.071,0.0,0.332,2,14.59,94,3.28,0.46,91
2053,26.0,145.0,13,2021-12-23,0.121,0.0,0.203,0,14.6,94,3.65,0.21,49
2054,75.0,132.0,14,2021-12-23,0.138,0.0,0.213,0,15.13,93,3.33,0.22,89
2055,104.0,98.0,15,2021-12-23,0.577,0.0,0.097,0,14.6,92,3.42,0.17,61
2056,47.0,79.0,16,2021-12-23,0.477,0.0,0.037,0,14.56,90,3.44,0.16,72
2057,5.0,30.0,17,2021-12-23,0.751,0.0,0.001,0,14.03,88,2.62,0.11,92
2058,0.0,0.0,18,2021-12-23,0.998,0.0,0.0,0,12.99,88,2.85,0.0,67
2059,0.0,0.0,19,2021-12-23,0.599,0.0,0.0,0,12.97,88,3.93,0.0,68
2060,0.0,0.0,20,2021-12-23,0.813,0.0,0.0,0,12.91,89,4.46,0.0,60
2061,0.0,0.0,21,2021-12-23,0.564,0.0,0.0,0,12.44,91,4.59,0.0,57
2062,0.0,0.0,22,2021-12-23,0.0,0.951,0.0,0,12.9,88,5.0,0.0,93
2063,0.0,0.0,23,2021-12-23,0.0,0.992,0.0,0,11.92,89,4.74,0.0,100
2064,0.0,0.0,0,2021-12-24,0.0,0.544,0.0,0,11.87,89,4.44,0.0,100
2065,0.0,0.0,1,2021-12-24,0.0,0.374,0.0,0,12.4,85,4.69,0.16,99
2066,0.0,0.0,2,2021-12-24,0.0,0.319,0.0,0,12.35,83,4.9,0.28,100
2067,0.0,0.0,3,2021-12-24,0.0,0.321,0.0,0,12.37,84,5.22,0.37,100
2068,0.0,0.0,4,2021-12-24,0.0,0.304,0.0,0,12.37,84,5.24,0.35,100
2069,0.0,0.0,5,2021-12-24,0.0,0.307,0.0,0,12.42,86,5.32,0.54,100
2070,0.0,0.0,6,2021-12-24,0.0,0.314,0.0,0,12.37,86,5.66,0.56,100
2071,0.0,0.0,7,2021-12-24,0.0,0.322,0.0,0,12.37,88,5.7,1.36,100
2072,0.0,0.0,8,2021-12-24,0.814,0.0,0.004,0,11.88,91,5.52,1.47,100
2073,0.0,3.0,9,2021-12-24,0.755,0.0,0.04,0,11.92,91,5.36,1.51,100
2074,0.0,20.0,10,2021-12-24,1.676,0.0,0.213,0,12.4,90,5.25,1.07,100
2075,0.0,7.0,11,2021-12-24,0.784,0.0,0.275,0,12.46,92,5.32,0.72,99
2076,0.0,63.0,12,2021-12-24,0.225,0.0,0.178,0,12.93,90,5.22,0.74,98
2077,4.0,88.0,13,2021-12-24,1.172,0.0,0.08,0,12.97,90,5.0,0.69,90
2078,0.0,38.0,14,2021-12-24,0.823,0.0,0.052,0,12.99,89,5.08,1.13,98
2079,0.0,49.0,15,2021-12-24,0.673,0.0,0.021,0,12.92,89,5.54,1.51,100
2080,6.0,55.0,16,2021-12-24,1.69,0.0,0.029,0,12.45,91,5.32,1.38,100
2081,1.0,18.0,17,2021-12-24,1.546,0.0,0.0,0,12.37,92,4.82,1.22,100
2082,0.0,0.0,18,2021-12-24,0.929,0.0,0.0,0,12.38,92,4.41,0.6,100
2083,0.0,0.0,19,2021-12-24,2.513,0.0,0.0,0,12.37,92,4.07,0.38,100
2084,0.0,0.0,20,2021-12-24,1.799,0.0,0.0,0,12.37,92,4.87,0.45,100
2085,0.0,0.0,21,2021-12-24,0.682,0.0,0.0,0,12.37,91,4.98,0.4,100
2086,0.0,0.0,22,2021-12-24,0.0,0.886,0.0,0,12.36,92,4.38,0.19,100
2087,0.0,0.0,23,2021-12-24,0.0,1.22,0.0,0,12.35,93,4.62,0.11,100
2088,0.0,0.0,0,2021-12-25,0.0,0.479,0.0,0,12.37,92,4.85,0.31,100
2089,0.0,0.0,1,2021-12-25,0.0,0.44,0.0,0,12.37,91,4.6,0.36,100
2090,0.0,0.0,2,2021-12-25,0.0,0.322,0.0,0,11.86,93,4.06,0.84,100
2091,0.0,0.0,3,2021-12-25,0.0,0.294,0.0,0,11.86,92,3.28,1.28,100
2092,0.0,0.0,4,2021-12-25,0.0,0.299,0.0,0,11.82,93,2.72,1.37,100
2093,0.0,0.0,5,2021-12-25,0.0,0.342,0.0,0,11.84,93,3.42,2.34,100
2094,0.0,0.0,6,2021-12-25,0.0,0.303,0.0,0,11.26,93,4.05,1.58,100
2095,0.0,0.0,7,2021-12-25,0.0,0.319,0.0,0,11.78,92,3.99,3.2,100
2096,0.0,0.0,8,2021-12-25,0.33,0.0,0.008,0,11.78,91,4.47,2.27,99
2097,14.0,18.0,9,2021-12-25,1.954,0.0,0.117,0,11.81,91,4.39,1.05,100
2098,0.0,52.0,10,2021-12-25,0.546,0.0,0.448,1,12.92,89,2.68,0.18,100
2099,0.0,87.0,11,2021-12-25,1.235,0.0,0.263,0,14.01,84,2.39,0.0,84
2100,0.0,95.0,12,2021-12-25,2.269,0.0,0.39,0,14.64,82,2.0,0.0,93
2101,278.0,96.0,13,2021-12-25,1.627,0.0,0.23,0,15.18,80,1.15,0.0,99
2102,158.0,111.0,14,2021-12-25,0.397,0.0,0.106,0,15.4,86,1.04,0.0,100
2103,66.0,104.0,15,2021-12-25,0.472,0.0,0.206,0,14.59,84,1.0,0.0,100
2104,29.0,74.0,16,2021-12-25,0.311,0.0,0.029,0,14.59,86,1.2,0.0,100
2105,8.0,32.0,17,2021-12-25,0.343,0.0,0.0,0,14.03,88,1.04,0.0,100
2106,0.0,0.0,18,2021-12-25,0.386,0.0,0.0,0,13.43,90,1.16,0.0,100
2107,0.0,0.0,19,2021-12-25,0.439,0.0,0.0,0,12.9,92,1.4,0.0,100
2108,0.0,0.0,20,2021-12-25,0.69,0.0,0.0,0,12.32,92,1.38,0.0,100
2109,0.0,0.0,21,2021-12-25,0.437,0.0,0.0,0,12.32,93,1.31,0.0,100
2110,0.0,0.0,22,2021-12-25,0.0,0.375,0.0,0,12.36,93,1.18,0.0,100
2111,0.0,0.0,23,2021-12-25,0.0,0.379,0.0,0,12.36,93,1.73,0.0,100
2112,0.0,0.0,0,2021-12-26,0.0,0.375,0.0,0,12.37,94,2.69,0.0,98
2113,0.0,0.0,1,2021-12-26,0.0,0.326,0.0,0,12.37,93,2.46,0.0,100
2114,0.0,0.0,2,2021-12-26,0.0,0.254,0.0,0,12.93,93,2.94,0.0,100
2115,0.0,0.0,3,2021-12-26,0.0,0.25,0.0,0,12.88,93,3.29,0.14,100
2116,0.0,0.0,4,2021-12-26,0.0,0.372,0.0,0,12.88,93,3.72,0.32,100
2117,0.0,0.0,5,2021-12-26,0.0,0.415,0.0,0,12.37,93,3.42,1.18,100
2118,0.0,0.0,6,2021-12-26,0.0,0.331,0.0,0,12.36,94,3.37,0.91,100
2119,0.0,0.0,7,2021-12-26,0.0,1.285,0.0,0,11.81,94,3.49,1.6,100
2120,0.0,0.0,8,2021-12-26,0.245,0.0,0.0,0,11.83,94,3.83,2.59,100
2121,0.0,3.0,9,2021-12-26,0.225,0.0,0.013,0,11.92,94,4.12,3.39,100
2122,0.0,10.0,10,2021-12-26,0.687,0.0,0.022,0,12.96,94,3.0,3.19,100
2123,0.0,15.0,11,2021-12-26,1.884,0.0,0.031,0,14.55,94,3.02,2.2,100
2124,0.0,19.0,12,2021-12-26,0.665,0.0,0.059,0,15.1,94,3.05,1.81,100
2125,0.0,28.0,13,2021-12-26,1.155,0.0,0.055,0,15.59,94,4.38,1.52,100
2126,0.0,24.0,14,2021-12-26,0.218,0.0,0.036,0,15.61,94,5.55,1.23,100
2127,0.0,37.0,15,2021-12-26,0.375,0.0,0.017,0,15.59,94,5.99,0.69,100
2128,0.0,10.0,16,2021-12-26,1.413,0.0,0.001,0,15.59,94,6.67,0.65,100
2129,0.0,9.0,17,2021-12-26,1.055,0.0,0.0,0,15.59,94,6.85,0.63,100
2130,0.0,0.0,18,2021-12-26,1.046,0.0,0.0,0,15.59,94,6.43,0.5,100
2131,0.0,0.0,19,2021-12-26,0.79,0.0,0.0,0,15.09,94,6.11,0.58,100
2132,0.0,0.0,20,2021-12-26,1.096,0.0,0.0,0,14.59,94,6.03,0.59,100
2133,0.0,0.0,21,2021-12-26,0.585,0.0,0.0,0,15.09,94,5.58,0.52,100
2134,0.0,0.0,22,2021-12-26,0.0,0.622,0.0,0,14.59,94,6.92,1.94,100
2135,0.0,0.0,23,2021-12-26,0.0,0.459,0.0,0,15.09,94,6.92,3.84,100
2136,0.0,0.0,0,2021-12-27,0.0,0.433,0.0,0,15.09,94,6.54,2.09,94
2137,0.0,0.0,1,2021-12-27,0.0,0.486,0.0,0,15.13,94,6.52,0.89,72
2138,0.0,0.0,2,2021-12-27,0.0,0.304,0.0,0,14.58,94,5.58,0.81,55
2139,0.0,0.0,3,2021-12-27,0.0,0.284,0.0,0,14.56,94,4.39,0.28,30
2140,0.0,0.0,4,2021-12-27,0.0,0.286,0.0,0,14.05,94,4.38,0.28,58
2141,0.0,0.0,5,2021-12-27,0.0,0.293,0.0,0,13.49,94,4.92,0.27,87
2142,0.0,0.0,6,2021-12-27,0.0,0.286,0.0,0,14.05,94,4.54,0.21,99
2143,0.0,0.0,7,2021-12-27,0.0,0.284,0.0,0,13.48,94,4.55,0.24,100
2144,0.0,0.0,8,2021-12-27,0.234,0.0,0.04,0,13.52,94,4.89,0.16,93
